Gender;Nativelang;Otherlang;Age;Clicks1;Hits1;Misses1;Score1;Accuracy1;Missrate1;Clicks2;Hits2;Misses2;Score2;Accuracy2;Missrate2;Clicks3;Hits3;Misses3;Score3;Accuracy3;Missrate3;Clicks4;Hits4;Misses4;Score4;Accuracy4;Missrate4;Clicks5;Hits5;Misses5;Score5;Accuracy5;Missrate5;Clicks6;Hits6;Misses6;Score6;Accuracy6;Missrate6;Clicks7;Hits7;Misses7;Score7;Accuracy7;Missrate7;Clicks8;Hits8;Misses8;Score8;Accuracy8;Missrate8;Clicks9;Hits9;Misses9;Score9;Accuracy9;Missrate9;Clicks10;Hits10;Misses10;Score10;Accuracy10;Missrate10;Clicks11;Hits11;Misses11;Score11;Accuracy11;Missrate11;Clicks12;Hits12;Misses12;Score12;Accuracy12;Missrate12;Clicks13;Hits13;Misses13;Score13;Accuracy13;Missrate13;Clicks14;Hits14;Misses14;Score14;Accuracy14;Missrate14;Clicks15;Hits15;Misses15;Score15;Accuracy15;Missrate15;Clicks16;Hits16;Misses16;Score16;Accuracy16;Missrate16;Clicks17;Hits17;Misses17;Score17;Accuracy17;Missrate17;Clicks18;Hits18;Misses18;Score18;Accuracy18;Missrate18;Clicks19;Hits19;Misses19;Score19;Accuracy19;Missrate19;Clicks20;Hits20;Misses20;Score20;Accuracy20;Missrate20;Clicks21;Hits21;Misses21;Score21;Accuracy21;Missrate21;Clicks22;Hits22;Misses22;Score22;Accuracy22;Missrate22;Clicks23;Hits23;Misses23;Score23;Accuracy23;Missrate23;Clicks24;Hits24;Misses24;Score24;Accuracy24;Missrate24;Clicks25;Hits25;Misses25;Score25;Accuracy25;Missrate25;Clicks26;Hits26;Misses26;Score26;Accuracy26;Missrate26;Clicks27;Hits27;Misses27;Score27;Accuracy27;Missrate27;Clicks28;Hits28;Misses28;Score28;Accuracy28;Missrate28;Clicks29;Hits29;Misses29;Score29;Accuracy29;Missrate29;Clicks30;Hits30;Misses30;Score30;Accuracy30;Missrate30;Clicks31;Hits31;Misses31;Score31;Accuracy31;Missrate31;Clicks32;Hits32;Misses32;Score32;Accuracy32;Missrate32;Dyslexia
Female;Yes;No;11;8;8;0;8;1;0;9;9;0;9;1;0;6;6;0;6;1;0;4;4;0;4;1;0;7;7;0;7;1;0;5;4;1;5;0.8;0.2;5;5;0;5;1;0;5;5;0;5;1;0;3;3;0;3;1;0;8;8;0;8;1;0;5;3;2;5;0.6;0.4;5;5;0;5;1;0;5;3;2;5;0.6;0.4;9;9;0;9;1;0;6;6;0;6;1;0;6;6;0;6;1;0;7;6;1;7;0.857142857;0.142857143;6;6;0;6;1;0;4;3;1;4;0.75;0.25;5;3;2;5;0.6;0.4;NULL;NULL;NULL;NULL;NULL;NULL;3;3;0;3;1;0;5;4;1;5;0.8;0.2;7;7;0;7;1;0;NULL;NULL;NULL;NULL;NULL;NULL;14;12;2;14;0.857142857;0.142857143;18;2;0;18;0.111111111;0;36;5;0;36;0.138888889;0;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;No;11;9;9;0;9;1;0;10;10;0;10;1;0;8;8;0;8;1;0;2;2;0;2;1;0;4;4;0;4;1;0;7;5;2;7;0.714285714;0.285714286;6;6;0;6;1;0;4;4;0;4;1;0;4;4;0;4;1;0;7;7;0;7;1;0;3;3;0;3;1;0;6;6;0;6;1;0;4;4;0;4;1;0;8;8;0;8;1;0;1;1;0;1;1;0;7;7;0;7;1;0;5;3;2;5;0.6;0.4;4;2;2;4;0.5;0.5;4;3;1;4;0.75;0.25;5;2;3;5;0.4;0.6;NULL;NULL;NULL;NULL;NULL;NULL;7;5;2;7;0.714285714;0.285714286;7;6;1;7;0.857142857;0.142857143;5;5;0;5;1;0;NULL;NULL;NULL;NULL;NULL;NULL;11;7;4;11;0.636363636;0.363636364;36;2;1;36;0.055555556;0.027777778;20;3;0;20;0.15;0;NULL;NULL;NULL;NULL;NULL;NULL;21;3;1;21;0.142857143;0.047619048;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;No;11;11;11;0;11;1;0;12;12;0;12;1;0;9;9;0;9;1;0;3;3;0;3;1;0;5;5;0;5;1;0;3;3;0;3;1;0;8;8;0;8;1;0;7;7;0;7;1;0;3;3;0;3;1;0;10;10;0;10;1;0;3;2;1;3;0.666666667;0.333333333;5;5;0;5;1;0;5;4;1;5;0.8;0.2;8;8;0;8;1;0;5;5;0;5;1;0;3;3;0;3;1;0;7;7;0;7;1;0;7;7;0;7;1;0;6;4;2;6;0.666666667;0.333333333;3;1;2;3;0.333333333;0.666666667;NULL;NULL;NULL;NULL;NULL;NULL;4;3;1;4;0.75;0.25;6;5;1;6;0.833333333;0.166666667;7;6;1;7;0.857142857;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;7;7;0;7;1;0;46;3;1;46;0.065217391;0.02173913;44;4;2;44;0.090909091;0.045454545;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;No;11;12;11;1;12;0.916666667;0.083333333;13;13;0;13;1;0;11;11;0;11;1;0;5;5;0;5;1;0;6;6;0;6;1;0;5;5;0;5;1;0;7;7;0;7;1;0;4;4;0;4;1;0;5;4;1;5;0.8;0.2;10;10;0;10;1;0;4;4;0;4;1;0;5;3;2;5;0.6;0.4;5;4;1;5;0.8;0.2;12;12;0;12;1;0;7;7;0;7;1;0;5;5;0;5;1;0;8;6;2;8;0.75;0.25;6;6;0;6;1;0;4;2;2;4;0.5;0.5;5;2;3;5;0.4;0.6;NULL;NULL;NULL;NULL;NULL;NULL;7;4;3;7;0.571428571;0.428571429;6;3;3;6;0.5;0.5;5;4;1;5;0.8;0.2;NULL;NULL;NULL;NULL;NULL;NULL;14;12;2;14;0.857142857;0.142857143;72;3;3;72;0.041666667;0.041666667;64;9;0;64;0.140625;0;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;No;11;10;10;0;10;1;0;8;6;2;8;0.75;0.25;7;7;0;7;1;0;1;1;0;1;1;0;5;4;1;5;0.8;0.2;7;5;2;7;0.714285714;0.285714286;2;0;2;2;0;1;5;5;0;5;1;0;6;3;3;6;0.5;0.5;8;8;0;8;1;0;2;2;0;2;1;0;5;5;0;5;1;0;6;2;4;6;0.333333333;0.666666667;9;9;0;9;1;0;5;5;0;5;1;0;5;5;0;5;1;0;7;7;0;7;1;0;35;5;30;35;0.142857143;0.857142857;18;2;16;18;0.111111111;0.888888889;26;5;21;26;0.192307692;0.807692308;NULL;NULL;NULL;NULL;NULL;NULL;4;3;1;4;0.75;0.25;14;9;5;14;0.642857143;0.357142857;3;3;0;3;1;0;NULL;NULL;NULL;NULL;NULL;NULL;7;3;4;7;0.428571429;0.571428571;44;3;1;44;0.068181818;0.022727273;30;4;0;30;0.133333333;0;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;Yes;No;11;10;10;0;10;1;0;10;10;0;10;1;0;8;8;0;8;1;0;5;5;0;5;1;0;5;3;2;5;0.6;0.4;4;3;1;4;0.75;0.25;8;8;0;8;1;0;4;4;0;4;1;0;5;5;0;5;1;0;9;9;0;9;1;0;7;7;0;7;1;0;7;3;4;7;0.428571429;0.571428571;2;1;1;2;0.5;0.5;10;10;0;10;1;0;5;5;0;5;1;0;6;6;0;6;1;0;4;4;0;4;1;0;6;5;1;6;0.833333333;0.166666667;6;4;2;6;0.666666667;0.333333333;3;1;2;3;0.333333333;0.666666667;NULL;NULL;NULL;NULL;NULL;NULL;3;3;0;3;1;0;7;7;0;7;1;0;5;3;2;5;0.6;0.4;NULL;NULL;NULL;NULL;NULL;NULL;9;7;2;9;0.777777778;0.222222222;20;0;2;20;0;0.1;24;2;1;24;0.083333333;0.041666667;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;No;11;11;11;0;11;1;0;9;9;0;9;1;0;6;5;1;6;0.833333333;0.166666667;6;4;2;6;0.666666667;0.333333333;4;4;0;4;1;0;5;5;0;5;1;0;6;6;0;6;1;0;5;5;0;5;1;0;4;4;0;4;1;0;10;10;0;10;1;0;4;2;2;4;0.5;0.5;4;3;1;4;0.75;0.25;5;4;1;5;0.8;0.2;9;9;0;9;1;0;6;6;0;6;1;0;5;5;0;5;1;0;8;5;3;8;625;375;6;6;0;6;1;0;5;4;1;5;0.8;0.2;5;3;2;5;0.6;0.4;NULL;NULL;NULL;NULL;NULL;NULL;10;7;3;10;0.7;0.3;7;5;2;7;0.714285714;0.285714286;5;4;1;5;0.8;0.2;NULL;NULL;NULL;NULL;NULL;NULL;15;11;4;15;0.733333333;0.266666667;44;1;3;44;0.022727273;0.068181818;40;4;2;40;0.1;0.05;NULL;NULL;NULL;NULL;NULL;NULL;21;3;1;21;0.142857143;0.047619048;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;No;11;5;5;0;5;1;0;7;7;0;7;1;0;5;5;0;5;1;0;2;2;0;2;1;0;4;4;0;4;1;0;3;3;0;3;1;0;5;5;0;5;1;0;4;3;1;4;0.75;0.25;3;3;0;3;1;0;7;7;0;7;1;0;3;2;1;3;0.666666667;0.333333333;4;4;0;4;1;0;4;4;0;4;1;0;7;7;0;7;1;0;2;2;0;2;1;0;3;3;0;3;1;0;2;2;0;2;1;0;2;1;1;2;0.5;0.5;3;3;0;3;1;0;2;0;2;2;0;1;NULL;NULL;NULL;NULL;NULL;NULL;5;4;1;5;0.8;0.2;5;5;0;5;1;0;3;3;0;3;1;0;NULL;NULL;NULL;NULL;NULL;NULL;3;2;1;3;0.666666667;0.333333333;2;0;0;2;0;0;26;4;0;26;0.153846154;0;NULL;NULL;NULL;NULL;NULL;NULL;18;1;2;18;0.055555556;0.111111111;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;No;11;8;8;0;8;1;0;7;7;0;7;1;0;6;6;0;6;1;0;3;3;0;3;1;0;6;6;0;6;1;0;4;3;1;4;0.75;0.25;5;5;0;5;1;0;5;5;0;5;1;0;3;2;1;3;0.666666667;0.333333333;3;0;3;3;0;1;4;4;0;4;1;0;5;4;1;5;0.8;0.2;7;4;3;7;0.571428571;0.428571429;8;8;0;8;1;0;5;5;0;5;1;0;3;3;0;3;1;0;5;5;0;5;1;0;6;5;1;6;0.833333333;0.166666667;5;5;0;5;1;0;5;2;3;5;0.4;0.6;NULL;NULL;NULL;NULL;NULL;NULL;6;4;2;6;0.666666667;0.333333333;1;1;0;1;1;0;3;3;0;3;1;0;NULL;NULL;NULL;NULL;NULL;NULL;6;1;5;6;0.166666667;0.833333333;0;0;0;0;0;0;12;2;0;12;0.166666667;0;NULL;NULL;NULL;NULL;NULL;NULL;16;1;1;16;0.0625;0.0625;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;Yes;No;11;10;8;2;10;0.8;0.2;5;4;1;5;0.8;0.2;5;5;0;5;1;0;4;3;1;4;0.75;0.25;8;5;3;8;625;375;2;2;0;2;1;0;9;5;4;9;0.555555556;0.444444444;6;5;1;6;0.833333333;0.166666667;5;4;1;5;0.8;0.2;12;8;4;12;0.666666667;0.333333333;6;4;2;6;0.666666667;0.333333333;4;4;0;4;1;0;6;5;1;6;0.833333333;0.166666667;7;6;1;7;0.857142857;0.142857143;5;5;0;5;1;0;5;5;0;5;1;0;4;4;0;4;1;0;4;4;0;4;1;0;5;5;0;5;1;0;7;0;7;7;0;1;NULL;NULL;NULL;NULL;NULL;NULL;6;5;1;6;0.833333333;0.166666667;7;7;0;7;1;0;6;6;0;6;1;0;NULL;NULL;NULL;NULL;NULL;NULL;9;8;1;9;0.888888889;0.111111111;30;3;0;30;0.1;0;38;6;0;38;0.157894737;0;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;No;11;6;6;0;6;1;0;6;6;0;6;1;0;3;3;0;3;1;0;1;1;0;1;1;0;6;6;0;6;1;0;4;3;1;4;0.75;0.25;4;4;0;4;1;0;3;3;0;3;1;0;3;3;0;3;1;0;6;6;0;6;1;0;3;2;1;3;0.666666667;0.333333333;4;3;1;4;0.75;0.25;3;1;2;3;0.333333333;0.666666667;6;6;0;6;1;0;2;2;0;2;1;0;3;3;0;3;1;0;4;4;0;4;1;0;2;1;1;2;0.5;0.5;5;3;2;5;0.6;0.4;4;1;3;4;0.25;0.75;NULL;NULL;NULL;NULL;NULL;NULL;5;5;0;5;1;0;7;5;2;7;0.714285714;0.285714286;5;4;1;5;0.8;0.2;NULL;NULL;NULL;NULL;NULL;NULL;11;10;1;11;0.909090909;0.090909091;40;2;2;40;0.05;0.05;12;1;1;12;0.083333333;0.083333333;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;Yes;11;8;8;0;8;1;0;6;6;0;6;1;0;5;4;1;5;0.8;0.2;3;3;0;3;1;0;4;4;0;4;1;0;4;0;4;4;0;1;4;2;2;4;0.5;0.5;7;5;2;7;0.714285714;0.285714286;3;2;1;3;0.666666667;0.333333333;4;4;0;4;1;0;3;3;0;3;1;0;2;2;0;2;1;0;2;1;1;2;0.5;0.5;7;7;0;7;1;0;1;1;0;1;1;0;4;2;2;4;0.5;0.5;4;3;1;4;0.75;0.25;1;0;1;1;0;1;6;2;4;6;0.333333333;0.666666667;5;1;4;5;0.2;0.8;NULL;NULL;NULL;NULL;NULL;NULL;4;1;3;4;0.25;0.75;37;5;32;37;0.135135135;0.864864865;2;1;1;2;0.5;0.5;NULL;NULL;NULL;NULL;NULL;NULL;6;1;5;6;0.166666667;0.833333333;30;2;1;30;0.066666667;0.033333333;22;2;1;22;0.090909091;0.045454545;NULL;NULL;NULL;NULL;NULL;NULL;21;0;4;21;0;0.19047619;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;Yes;No;11;7;7;0;7;1;0;8;8;0;8;1;0;5;5;0;5;1;0;5;0;5;5;0;1;5;5;0;5;1;0;4;4;0;4;1;0;1;0;1;1;0;1;3;3;0;3;1;0;2;2;0;2;1;0;5;5;0;5;1;0;3;3;0;3;1;0;4;4;0;4;1;0;1;0;1;1;0;1;6;6;0;6;1;0;4;4;0;4;1;0;5;5;0;5;1;0;5;4;1;5;0.8;0.2;4;4;0;4;1;0;3;2;1;3;0.666666667;0.333333333;4;1;3;4;0.25;0.75;NULL;NULL;NULL;NULL;NULL;NULL;5;3;2;5;0.6;0.4;3;3;0;3;1;0;2;1;1;2;0.5;0.5;NULL;NULL;NULL;NULL;NULL;NULL;5;2;3;5;0.4;0.6;26;2;0;26;0.076923077;0;12;1;1;12;0.083333333;0.083333333;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;Yes;No;11;2;0;2;2;0;1;4;3;1;4;0.75;0.25;1;0;1;1;0;1;3;0;3;3;0;1;3;0;3;3;0;1;5;1;4;5;0.2;0.8;2;0;2;2;0;1;8;1;7;8;125;875;7;1;6;7;0.142857143;0.857142857;2;1;1;2;0.5;0.5;16;1;15;16;0.0625;0.9375;5;1;4;5;0.2;0.8;9;0;9;9;0;1;5;1;4;5;0.2;0.8;9;1;8;9;0.111111111;0.888888889;13;2;11;13;0.153846154;0.846153846;11;1;10;11;0.090909091;0.909090909;4;1;3;4;0.25;0.75;2;0;2;2;0;1;9;1;8;9;0.111111111;0.888888889;NULL;NULL;NULL;NULL;NULL;NULL;9;0;9;9;0;1;8;1;7;8;125;875;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;1;0;1;12;0;1;12;0;0.083333333;8;0;1;8;0;125;NULL;NULL;NULL;NULL;NULL;NULL;14;0;1;14;0;0.071428571;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;Yes;No;11;8;8;0;8;1;0;8;8;0;8;1;0;6;6;0;6;1;0;2;2;0;2;1;0;5;5;0;5;1;0;4;3;1;4;0.75;0.25;1;0;1;1;0;1;5;3;2;5;0.6;0.4;2;2;0;2;1;0;5;0;5;5;0;1;5;3;2;5;0.6;0.4;7;7;0;7;1;0;6;3;3;6;0.5;0.5;6;6;0;6;1;0;3;2;1;3;0.666666667;0.333333333;5;5;0;5;1;0;4;4;0;4;1;0;4;4;0;4;1;0;5;3;2;5;0.6;0.4;3;2;1;3;0.666666667;0.333333333;NULL;NULL;NULL;NULL;NULL;NULL;8;4;4;8;0.5;0.5;7;5;2;7;0.714285714;0.285714286;4;1;3;4;0.25;0.75;NULL;NULL;NULL;NULL;NULL;NULL;9;8;1;9;0.888888889;0.111111111;34;1;2;34;0.029411765;0.058823529;20;3;0;20;0.15;0;NULL;NULL;NULL;NULL;NULL;NULL;21;0;4;21;0;0.19047619;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;No;No;11;5;4;1;5;0.8;0.2;7;7;0;7;1;0;6;6;0;6;1;0;3;3;0;3;1;0;4;3;1;4;0.75;0.25;1;1;0;1;1;0;5;5;0;5;1;0;6;6;0;6;1;0;3;3;0;3;1;0;8;8;0;8;1;0;5;4;1;5;0.8;0.2;4;4;0;4;1;0;3;3;0;3;1;0;8;8;0;8;1;0;4;4;0;4;1;0;4;4;0;4;1;0;4;4;0;4;1;0;5;0;5;5;0;1;5;4;1;5;0.8;0.2;5;3;2;5;0.6;0.4;NULL;NULL;NULL;NULL;NULL;NULL;5;3;2;5;0.6;0.4;8;5;3;8;625;375;6;6;0;6;1;0;NULL;NULL;NULL;NULL;NULL;NULL;8;6;2;8;0.75;0.25;32;2;1;32;0.0625;0.03125;24;1;2;24;0.041666667;0.083333333;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;No;No;11;11;11;0;11;1;0;7;7;0;7;1;0;8;8;0;8;1;0;2;2;0;2;1;0;5;5;0;5;1;0;3;3;0;3;1;0;4;4;0;4;1;0;6;6;0;6;1;0;5;2;3;5;0.4;0.6;5;5;0;5;1;0;4;4;0;4;1;0;5;5;0;5;1;0;4;2;2;4;0.5;0.5;2;2;0;2;1;0;4;4;0;4;1;0;2;2;0;2;1;0;6;6;0;6;1;0;5;5;0;5;1;0;5;3;2;5;0.6;0.4;5;1;4;5;0.2;0.8;NULL;NULL;NULL;NULL;NULL;NULL;5;3;2;5;0.6;0.4;3;0;3;3;0;1;2;2;0;2;1;0;NULL;NULL;NULL;NULL;NULL;NULL;8;5;3;8;625;375;30;2;1;30;0.066666667;0.033333333;18;2;1;18;0.111111111;0.055555556;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;No;11;5;5;0;5;1;0;8;7;1;8;875;125;4;4;0;4;1;0;4;3;1;4;0.75;0.25;1;1;0;1;1;0;3;0;3;3;0;1;5;4;1;5;0.8;0.2;4;3;1;4;0.75;0.25;1;1;0;1;1;0;2;0;2;2;0;1;4;4;0;4;1;0;5;4;1;5;0.8;0.2;4;2;2;4;0.5;0.5;6;6;0;6;1;0;4;4;0;4;1;0;5;4;1;5;0.8;0.2;5;4;1;5;0.8;0.2;3;0;3;3;0;1;4;3;1;4;0.75;0.25;4;1;3;4;0.25;0.75;NULL;NULL;NULL;NULL;NULL;NULL;3;3;0;3;1;0;5;4;1;5;0.8;0.2;4;4;0;4;1;0;NULL;NULL;NULL;NULL;NULL;NULL;7;7;0;7;1;0;18;1;1;18;0.055555556;0.055555556;14;1;1;14;0.071428571;0.071428571;NULL;NULL;NULL;NULL;NULL;NULL;17;1;1;17;0.058823529;0.058823529;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;No;11;7;7;0;7;1;0;7;7;0;7;1;0;6;6;0;6;1;0;3;3;0;3;1;0;5;5;0;5;1;0;4;4;0;4;1;0;5;5;0;5;1;0;5;5;0;5;1;0;2;1;1;2;0.5;0.5;5;5;0;5;1;0;4;4;0;4;1;0;3;3;0;3;1;0;3;3;0;3;1;0;6;6;0;6;1;0;3;3;0;3;1;0;4;4;0;4;1;0;5;5;0;5;1;0;1;0;1;1;0;1;4;3;1;4;0.75;0.25;2;0;2;2;0;1;NULL;NULL;NULL;NULL;NULL;NULL;7;5;2;7;0.714285714;0.285714286;7;5;2;7;0.714285714;0.285714286;6;5;1;6;0.833333333;0.166666667;NULL;NULL;NULL;NULL;NULL;NULL;8;5;3;8;625;375;32;3;0;32;0.09375;0;18;2;1;18;0.111111111;0.055555556;NULL;NULL;NULL;NULL;NULL;NULL;15;0;2;15;0;0.133333333;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Female;Yes;No;11;2;0;2;2;0;1;6;6;0;6;1;0;5;5;0;5;1;0;3;3;0;3;1;0;4;4;0;4;1;0;2;2;0;2;1;0;4;4;0;4;1;0;3;3;0;3;1;0;2;1;1;2;0.5;0.5;6;6;0;6;1;0;2;2;0;2;1;0;3;3;0;3;1;0;4;2;2;4;0.5;0.5;5;3;2;5;0.6;0.4;4;4;0;4;1;0;3;3;0;3;1;0;2;2;0;2;1;0;4;4;0;4;1;0;4;4;0;4;1;0;3;1;2;3;0.333333333;0.666666667;NULL;NULL;NULL;NULL;NULL;NULL;3;3;0;3;1;0;5;4;1;5;0.8;0.2;3;3;0;3;1;0;NULL;NULL;NULL;NULL;NULL;NULL;6;6;0;6;1;0;26;2;0;26;0.076923077;0;25;3;0;25;0.12;0;NULL;NULL;NULL;NULL;NULL;NULL;19;0;3;19;0;0.157894737;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;No;No;11;4;4;0;4;1;0;5;5;0;5;1;0;5;5;0;5;1;0;3;3;0;3;1;0;6;6;0;6;1;0;4;4;0;4;1;0;6;6;0;6;1;0;6;6;0;6;1;0;4;4;0;4;1;0;7;7;0;7;1;0;4;1;3;4;0.25;0.75;6;5;1;6;0.833333333;0.166666667;5;4;1;5;0.8;0.2;6;6;0;6;1;0;2;2;0;2;1;0;3;3;0;3;1;0;2;2;0;2;1;0;2;2;0;2;1;0;4;1;3;4;0.25;0.75;5;2;3;5;0.4;0.6;NULL;NULL;NULL;NULL;NULL;NULL;6;6;0;6;1;0;8;4;4;8;0.5;0.5;9;4;5;9;0.444444444;0.555555556;NULL;NULL;NULL;NULL;NULL;NULL;8;7;1;8;875;125;42;3;1;42;0.071428571;0.023809524;40;2;3;40;0.05;75;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;No;No;11;1;0;1;1;0;1;5;5;0;5;1;0;5;5;0;5;1;0;5;4;1;5;0.8;0.2;6;6;0;6;1;0;3;2;1;3;0.666666667;0.333333333;5;5;0;5;1;0;5;5;0;5;1;0;2;2;0;2;1;0;6;6;0;6;1;0;4;3;1;4;0.75;0.25;5;5;0;5;1;0;4;4;0;4;1;0;7;7;0;7;1;0;6;6;0;6;1;0;6;6;0;6;1;0;7;7;0;7;1;0;5;5;0;5;1;0;4;3;1;4;0.75;0.25;2;1;1;2;0.5;0.5;NULL;NULL;NULL;NULL;NULL;NULL;6;3;3;6;0.5;0.5;5;4;1;5;0.8;0.2;5;5;0;5;1;0;NULL;NULL;NULL;NULL;NULL;NULL;12;7;5;12;0.583333333;0.416666667;30;2;1;30;0.066666667;0.033333333;32;5;0;32;0.15625;0;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;Yes;11;6;5;1;6;0.833333333;0.166666667;7;7;0;7;1;0;6;6;0;6;1;0;2;2;0;2;1;0;4;4;0;4;1;0;3;3;0;3;1;0;3;3;0;3;1;0;3;3;0;3;1;0;6;4;2;6;0.666666667;0.333333333;7;7;0;7;1;0;3;3;0;3;1;0;3;1;2;3;0.333333333;0.666666667;3;3;0;3;1;0;8;8;0;8;1;0;1;1;0;1;1;0;4;4;0;4;1;0;4;3;1;4;0.75;0.25;2;2;0;2;1;0;4;3;1;4;0.75;0.25;2;1;1;2;0.5;0.5;NULL;NULL;NULL;NULL;NULL;NULL;3;3;0;3;1;0;1;1;0;1;1;0;2;0;2;2;0;1;NULL;NULL;NULL;NULL;NULL;NULL;7;3;4;7;0.428571429;0.571428571;18;1;1;18;0.055555556;0.055555556;26;2;2;26;0.076923077;0.076923077;NULL;NULL;NULL;NULL;NULL;NULL;19;0;3;19;0;0.157894737;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
Male;Yes;No;11;7;7;0;7;1;0;8;8;0;8;1;0;9;9;0;9;1;0;3;3;0;3;1;0;5;5;0;5;1;0;2;2;0;2;1;0;4;4;0;4;1;0;5;4;1;5;0.8;0.2;1;1;0;1;1;0;6;6;0;6;1;0;4;3;1;4;0.75;0.25;4;4;0;4;1;0;4;2;2;4;0.5;0.5;9;9;0;9;1;0;1;1;0;1;1;0;4;4;0;4;1;0;4;3;1;4;0.75;0.25;6;3;3;6;0.5;0.5;4;1;3;4;0.25;0.75;3;1;2;3;0.333333333;0.666666667;NULL;NULL;NULL;NULL;NULL;NULL;6;6;0;6;1;0;5;4;1;5;0.8;0.2;3;3;0;3;1;0;NULL;NULL;NULL;NULL;NULL;NULL;7;2;5;7;0.285714286;0.714285714;24;1;1;24;0.041666667;0.041666667;12;1;1;12;0.083333333;0.083333333;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;No
